eidith_name,eidith_class,eidith_order,eidith_family,eidith_genus,eidith_species,itis_name,itis_class,itis_order,itis_family,itis_genus,itis_species,itis_subspecies,itis_binomial
Pipistrellus sp.,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NA,Pipistrellus sp.,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NA,NA,NA
Kerivoula sp.,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,NA,Kerivoula sp.,Mammalia,Chiroptera,Vespertilionidae,Kerivoula,NA,NA,NA
Histiotus velatus,Mammalia,Chiroptera,Vespertilionidae,Histiotus,velatus,Histiotus velatus,Mammalia,Chiroptera,Vespertilionidae,Histiotus,velatus,NA,Histiotus velatus
Platyrrhinus dorsalis,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,Platyrrhinus dorsalis,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,dorsalis,NA,Platyrrhinus dorsalis
Molossus molossus,Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,Mammalia,Chiroptera,Molossidae,Molossus,molossus,NA,Molossus molossus
Sturnira erythromos,Mammalia,Chiroptera,Phyllostomidae,Sturnira,erythromos,Sturnira erythromos,Mammalia,Chiroptera,Phyllostomidae,Sturnira,erythromos,NA,Sturnira erythromos
Anoura geoffroyi,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,Anoura geoffroyi,Mammalia,Chiroptera,Phyllostomidae,Anoura,geoffroyi,NA,Anoura geoffroyi
Artibeus anderseni,Mammalia,Chiroptera,Phyllostomidae,Artibeus,anderseni,Dermanura anderseni,Mammalia,Chiroptera,Phyllostomidae,Dermanura,anderseni,NA,Dermanura anderseni
Lonchophylla thomasi,Mammalia,Chiroptera,Phyllostomidae,Lonchophylla,thomasi,Hsunycteris thomasi,Mammalia,Chiroptera,Phyllostomidae,Hsunycteris,thomasi,NA,Hsunycteris thomasi
Lasiurus ega,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,ega,Lasiurus ega,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,ega,NA,Lasiurus ega
Myotis oxyotus,Mammalia,Chiroptera,Vespertilionidae,Myotis,oxyotus,Myotis oxyotus,Mammalia,Chiroptera,Vespertilionidae,Myotis,oxyotus,NA,Myotis oxyotus
Epixerus ebii,Mammalia,Rodentia,Sciuridae,Epixerus,ebii,Epixerus ebii,Mammalia,Rodentia,Sciuridae,Epixerus,ebii,NA,Epixerus ebii
Eptesicus tenuipinnis,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,tenuipinnis,Neoromicia tenuipinnis tenuipinnis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,tenuipinnis,tenuipinnis,Neoromicia tenuipinnis
Pipistrellus musciculus,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,musciculus,Hypsugo musciculus,Mammalia,Chiroptera,Vespertilionidae,Hypsugo,musciculus,NA,Hypsugo musciculus
Hybomys univittatus,Mammalia,Rodentia,Muridae,Hybomys,univittatus,Hybomys univittatus,Mammalia,Rodentia,Muridae,Hybomys,univittatus,NA,Hybomys univittatus
Eptesicus capensis,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,capensis,Neoromicia capensis capensis,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,capensis,capensis,Neoromicia capensis
Nycteris thebaica,Mammalia,Chiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,Mammalia,Chiroptera,Nycteridae,Nycteris,thebaica,NA,Nycteris thebaica
Syncerus caffer nanus,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,Syncerus caffer nanus,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,nanus,Syncerus caffer
Hydrictis maculicollis,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,Hydrictis maculicollis,Mammalia,Carnivora,Mustelidae,Hydrictis,maculicollis,NA,Hydrictis maculicollis
Primates sp.,Mammalia,Primates,NA,NA,NA,Primates sp.,Mammalia,Primates,NA,NA,NA,NA,NA
Funisciurus pyrropus,Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,Funisciurus pyrropus,Mammalia,Rodentia,Sciuridae,Funisciurus,pyrropus,NA,Funisciurus pyrropus
Anomalurus sp.,Mammalia,Rodentia,Anomaluridae,Anomalurus,NA,Anomalurus sp.,Mammalia,Rodentia,Anomaluridae,Anomalurus,NA,NA,NA
Dendrohyrax sp.,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,NA,Dendrohyrax sp.,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax,NA,NA,NA
Procolobus tholloni,Mammalia,Primates,Cercopithecidae,Procolobus,tholloni,Piliocolobus tholloni,Mammalia,Primates,Cercopithecidae,Piliocolobus,tholloni,NA,Piliocolobus tholloni
Allenopithecus nigroviridis,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,Allenopithecus nigroviridis,Mammalia,Primates,Cercopithecidae,Allenopithecus,nigroviridis,NA,Allenopithecus nigroviridis
Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus ferrumequinum,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,NA,Rhinolophus ferrumequinum
Hipposideros pratti,Mammalia,Chiroptera,Hipposideridae,Hipposideros,pratti,Hipposideros pratti,Mammalia,Chiroptera,Hipposideridae,Hipposideros,pratti,NA,Hipposideros pratti
Rhinolophus pearsoni chinensis,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus pearsonii chinensis,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,chinensis,Rhinolophus pearsonii
Cynopterus sp.,Mammalia,Chiroptera,Pteropodidae,Cynopterus,NA,Cynopterus sp.,Mammalia,Chiroptera,Pteropodidae,Cynopterus,NA,NA,NA
Carollia sp.,Mammalia,Chiroptera,Phyllostomidae,Carollia,NA,Carollia sp.,Mammalia,Chiroptera,Phyllostomidae,Carollia,NA,NA,NA
Carnivora sp.,Mammalia,Carnivora,NA,NA,NA,Carnivora sp.,Mammalia,Carnivora,NA,NA,NA,NA,NA
Mastomys natalensis,Mammalia,Rodentia,Muridae,Mastomys,natalensis,Mastomys natalensis,Mammalia,Rodentia,Muridae,Mastomys,natalensis,NA,Mastomys natalensis
Tatera indica,Mammalia,Rodentia,Muridae,Tatera,indica,Tatera indica,Mammalia,Rodentia,Muridae,Tatera,indica,NA,Tatera indica
Grammomys sp.,Mammalia,Rodentia,Muridae,Grammomys,,Grammomys sp.,Mammalia,Rodentia,Muridae,Grammomys,NA,NA,NA
Arvicanthis sp.,Mammalia,Rodentia,Muridae,Arvicanthis,NA,Arvicanthis sp.,Mammalia,Rodentia,Muridae,Arvicanthis,NA,NA,NA
Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,molinae,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,molinae,NA,Pyrrhura molinae
Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,ararauna,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,ararauna,NA,Ara ararauna
Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,Amazona farinosa,Aves,Psittaciformes,Psittacidae,Amazona,farinosa,NA,Amazona farinosa
Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,Macaca assamensis,Mammalia,Primates,Cercopithecidae,Macaca,assamensis,NA,Macaca assamensis
Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,Macaca mulatta,Mammalia,Primates,Cercopithecidae,Macaca,mulatta,NA,Macaca mulatta
Vandeleuria oleracea,Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,Vandeleuria oleracea,Mammalia,Rodentia,Muridae,Vandeleuria,oleracea,NA,Vandeleuria oleracea
Didelphis sp.,Mammalia,Didelphimorphia,Didelphidae,Didelphis,NA,Didelphis sp.,Mammalia,Didelphimorphia,Didelphidae,Didelphis,NA,NA,NA
Micoureus demerarae,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,Micoureus demerarae,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,NA,Micoureus demerarae
Mesomys hispidus,Mammalia,Rodentia,Echimyidae,Mesomys,hispidus,Mesomys hispidus,Mammalia,Rodentia,Echimyidae,Mesomys,hispidus,NA,Mesomys hispidus
Proechimys sp.,Mammalia,Rodentia,Echimyidae,Proechimys,,Proechimys sp.,Mammalia,Rodentia,Echimyidae,Proechimys,NA,NA,NA
Micoureus sp.,Mammalia,Didelphimorphia,Didelphidae,Micoureus,NA,Micoureus sp.,Mammalia,Didelphimorphia,Didelphidae,Micoureus,NA,NA,NA
Oecomys sp.,Mammalia,Rodentia,Muridae,Oecomys,NA,Oecomys sp.,Mammalia,Rodentia,Cricetidae,Oecomys,NA,NA,NA
Monodelphis cf. brevicaldata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis brevicaudata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,NA,Monodelphis brevicaudata
Marmosa murina,Mammalia,Didelphimorphia,Didelphidae,Marmosa,murina,Marmosa murina,Mammalia,Didelphimorphia,Didelphidae,Marmosa,murina,NA,Marmosa murina
Microreus gr. demerara,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,Micoureus demerarae,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,NA,Micoureus demerarae
Sturnira sp.,Mammalia,Chiroptera,Phyllostomidae,Sturnira,NA,Sturnira sp.,Mammalia,Chiroptera,Phyllostomidae,Sturnira,NA,NA,NA
Sturnira tildae,Mammalia,Chiroptera,Phyllostomidae,Sturnira,tildae,Sturnira tildae,Mammalia,Chiroptera,Phyllostomidae,Sturnira,tildae,NA,Sturnira tildae
Platyrrhinus sp.,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,NA,Platyrrhinus sp.,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,NA,NA,NA
Vampyressa sp.,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,NA,Vampyressa sp.,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,NA,NA,NA
Glossophaginae sp.,Mammalia,Chiroptera,Phyllostomidae,Glossophaginae,NA,Phyllostomidae sp.,Mammalia,Chiroptera,Phyllostomidae,NA,NA,NA,NA
Mesophylla macconnelli,Mammalia,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,Mammalia,Chiroptera,Phyllostomidae,Mesophylla,macconnelli,NA,Mesophylla macconnelli
Artibeus obscurus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,obscurus,Artibeus obscurus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,obscurus,NA,Artibeus obscurus
Vampyressa pusilla,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,pusilla,Vampyressa pusilla,Mammalia,Chiroptera,Phyllostomidae,Vampyressa,pusilla,NA,Vampyressa pusilla
Artibeus planirostris,Mammalia,Chiroptera,Phyllostomidae,Artibeus,planirostris,Artibeus planirostris,Mammalia,Chiroptera,Phyllostomidae,Artibeus,planirostris,NA,Artibeus planirostris
Lophostoma  sp.,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,NA,Lophostoma sp.,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,NA,NA,NA
Artibeus gnomus,Mammalia,Chiroptera,Phyllostomidae,Artibeus,gnomus,Dermanura gnoma,Mammalia,Chiroptera,Phyllostomidae,Dermanura,gnoma,NA,Dermanura gnoma
Lancophila tomasi,Mammalia,Chiroptera,,,,Hsunycteris thomasi,Mammalia,Chiroptera,Phyllostomidae,Hsunycteris,thomasi,NA,Hsunycteris thomasi
Trachops cirrhosus,Mammalia,Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,Mammalia,Chiroptera,Phyllostomidae,Trachops,cirrhosus,NA,Trachops cirrhosus
Proechimys cuvieri,Mammalia,Rodentia,Echimyidae,Proechimys,cuvieri,Proechimys cuvieri,Mammalia,Rodentia,Echimyidae,Proechimys,cuvieri,NA,Proechimys cuvieri
Hylaeamys sp.,Mammalia,Rodentia,Muridae,Oryzomys,Oryzomys,Hylaeamys sp.,Mammalia,Rodentia,Cricetidae,Hylaeamys,NA,NA,NA
Marmosa sp.,Mammalia,Didelphimorphia,Didelphidae,Marmosa,NA,Marmosa sp.,Mammalia,Didelphimorphia,Didelphidae,Marmosa,NA,NA,NA
Isothrix sp.,Mammalia,Rodentia,Echimyidae,Isothrix,NA,Isothrix sp.,Mammalia,Rodentia,Echimyidae,Isothrix,NA,NA,NA
Marmosops sp.,Mammalia,Didelphimorphia,Didelphidae,Marmosops,NA,Marmosops sp.,Mammalia,Didelphimorphia,Didelphidae,Marmosops,NA,NA,NA
Sturnirinae,Mammalia,Chiroptera,Phyllostomidae,,,Sturnira sp.,Mammalia,Chiroptera,Phyllostomidae,Sturnira,NA,NA,NA
Isothrix pagurus,Mammalia,Rodentia,Echimyidae,Isothrix,pagurus,Isothrix pagurus,Mammalia,Rodentia,Echimyidae,Isothrix,pagurus,NA,Isothrix pagurus
Rhynchonycteris naso,Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,naso,Rhynchonycteris naso,Mammalia,Chiroptera,Emballonuridae,Rhynchonycteris,naso,NA,Rhynchonycteris naso
Marmosa demerarae,Mammalia,Didelphimorphia,Didelphidae,Marmosa,demerarae,Micoureus demerarae,Mammalia,Didelphimorphia,Didelphidae,Micoureus,demerarae,NA,Micoureus demerarae
Monodelphis brevicaudata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis brevicaudata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,NA,Monodelphis brevicaudata
Rhinophylla pumilio,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,pumilio,Rhinophylla pumilio,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla,pumilio,NA,Rhinophylla pumilio
Metachirus sp.,Mammalia,Didelphimorphia,Didelphidae,Metachirus,NA,Metachirus sp.,Mammalia,Didelphimorphia,Didelphidae,Metachirus,NA,NA,NA
Phyllostominae,Mammalia,Chiroptera,Phyllostomidae,Phyllostominae,,Phyllostomidae sp.,Mammalia,Chiroptera,Phyllostomidae,NA,NA,NA,NA
Cebus apella,Mammalia,Primates,Cebidae,Cebus,apella,Sapajus apella,Mammalia,Primates,Cebidae,Sapajus,apella,NA,Sapajus apella
Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,sciureus,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,sciureus,NA,Saimiri sciureus
Desmodontinae sp.,Mammalia,Chiroptera,Phyllostomidae,Desmodontinae,,Phyllostomidae sp.,Mammalia,Chiroptera,Phyllostomidae,NA,NA,NA,NA
Carollia brevicauda,Mammalia,Chiroptera,Phyllostomidae,Carollia,brevicauda,Carollia brevicauda,Mammalia,Chiroptera,Phyllostomidae,Carollia,brevicauda,NA,Carollia brevicauda
Pluvialis dominica,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,Pluvialis dominica,Aves,Charadriiformes,Charadriidae,Pluvialis,dominica,NA,Pluvialis dominica
Ateles paniscus,Mammalia,Primates,Atelidae,Ateles,paniscus,Ateles paniscus,Mammalia,Primates,Atelidae,Ateles,paniscus,NA,Ateles paniscus
Saguinus midas,Mammalia,Primates,Callitrichidae,Saguinus,midas,Saguinus midas,Mammalia,Primates,Callitrichidae,Saguinus,midas,NA,Saguinus midas
Dasyprocta leporina,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,Dasyprocta leporina,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,leporina,NA,Dasyprocta leporina
Saguinus bicolor,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,Saguinus bicolor,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,NA,Saguinus bicolor
Hylopetes phayrei,Mammalia,Rodentia,Sciuridae,Hylopetes,phayrei,Hylopetes phayrei,Mammalia,Rodentia,Sciuridae,Hylopetes,phayrei,NA,Hylopetes phayrei
Hylopetes alboniger,Mammalia,Rodentia,Sciuridae,Hylopetes,alboniger,Hylopetes alboniger,Mammalia,Rodentia,Sciuridae,Hylopetes,alboniger,NA,Hylopetes alboniger
Nycticebus bengalensis,Mammalia,Primates,Lorisidae,Nycticebus,bengalensis,Nycticebus bengalensis,Mammalia,Primates,Lorisidae,Nycticebus,bengalensis,NA,Nycticebus bengalensis
Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,bengalensis,NA,Prionailurus bengalensis
Nycticebus pygmaeus,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,Nycticebus pygmaeus,Mammalia,Primates,Lorisidae,Nycticebus,pygmaeus,NA,Nycticebus pygmaeus
Hylopetes spadiceus,Mammalia,Rodentia,Sciuridae,Hylopetes,spadiceus,Hylopetes spadiceus,Mammalia,Rodentia,Sciuridae,Hylopetes,spadiceus,NA,Hylopetes spadiceus
Paguma larvata,Mammalia,Carnivora,Viverridae,Paguma,larvata,Paguma larvata,Mammalia,Carnivora,Viverridae,Paguma,larvata,NA,Paguma larvata
Aratinga mitrata,Aves,Psittaciformes,Psittacidae,Aratinga,mitrata,Aratinga mitrata,Aves,Psittaciformes,Psittacidae,Aratinga,mitrata,NA,Aratinga mitrata
Mops sp.,Mammalia,Chiroptera,Molossidae,Mops,NA,Mops sp.,Mammalia,Chiroptera,Molossidae,Mops,NA,NA,NA
Rhinopoma hardwickei,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickei,Rhinopoma hardwickii,Mammalia,Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii,NA,Rhinopoma hardwickii
Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,Aratinga acuticaudata,Aves,Psittaciformes,Psittacidae,Aratinga,acuticaudata,NA,Aratinga acuticaudata
Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,Amazona ochrocephala,Aves,Psittaciformes,Psittacidae,Amazona,ochrocephala,NA,Amazona ochrocephala
Trachemys scripta,Reptilia,Testudines,Emydidae,Trachemys,scripta,Trachemys scripta,Reptilia,Testudines,Emydidae,Trachemys,scripta,NA,Trachemys scripta
Mazama americana,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Mazama americana,Mammalia,Artiodactyla,Cervidae,Mazama,americana,NA,Mazama americana
Mitu tuberosa,Aves,Galliformes,Cracidae,Mitu,tuberosa,Mitu tuberosum,Aves,Galliformes,Cracidae,Mitu,tuberosum,NA,Mitu tuberosum
Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Pecari tajacu,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,NA,Pecari tajacu
Cuniculus paca,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,Cuniculus paca,Mammalia,Rodentia,Cuniculidae,Cuniculus,paca,NA,Cuniculus paca
Brotogeris cyanoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,cyanoptera,Brotogeris cyanoptera,Aves,Psittaciformes,Psittacidae,Brotogeris,cyanoptera,NA,Brotogeris cyanoptera
Leopardus sp.,Mammalia,Carnivora,Felidae,Leopardus,NA,Leopardus sp.,Mammalia,Carnivora,Felidae,Leopardus,NA,NA,NA
Nasua nasua,Mammalia,Carnivora,Procyonidae,Nasua,nasua,Nasua nasua,Mammalia,Carnivora,Procyonidae,Nasua,nasua,NA,Nasua nasua
Dasyprocta punctata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,Dasyprocta punctata,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,punctata,NA,Dasyprocta punctata
Hydrochoerus hydrochaeris,Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,Hydrochoerus hydrochaeris,Mammalia,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,NA,Hydrochoerus hydrochaeris
Puma concolor,Mammalia,Carnivora,Felidae,Puma,concolor,Puma concolor,Mammalia,Carnivora,Felidae,Puma,concolor,NA,Puma concolor
Tapirus terrestris,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,Tapirus terrestris,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,NA,Tapirus terrestris
Dasypus novemcinctus,Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,Dasypus novemcinctus,Mammalia,Cingulata,Dasypodidae,Dasypus,novemcinctus,NA,Dasypus novemcinctus
Pipile cumanensis,Aves,Galliformes,Cracidae,Pipile,cumanensis,Aburria cumanensis,Aves,Galliformes,Cracidae,Aburria,cumanensis,NA,Aburria cumanensis
Ara severa,Aves,Psittaciformes,Psittacidae,Ara,severa,Ara severus,Aves,Psittaciformes,Psittacidae,Ara,severus,NA,Ara severus
Podocnemis expansa,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,Podocnemis expansa,Reptilia,Testudines,Podocnemididae,Podocnemis,expansa,NA,Podocnemis expansa
Podocnemis unifilis,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,Podocnemis unifilis,Reptilia,Testudines,Podocnemididae,Podocnemis,unifilis,NA,Podocnemis unifilis
Eira barbara,Mammalia,Carnivora,Mustelidae,Eira,barbara,Eira barbara,Mammalia,Carnivora,Mustelidae,Eira,barbara,NA,Eira barbara
Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Myiopsitta monachus,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,NA,Myiopsitta monachus
Pteronotus parnellii,Mammalia,Chiroptera,Mormoopidae,Pteronotus,parnellii,Pteronotus parnellii,Mammalia,Chiroptera,Mormoopidae,Pteronotus,parnellii,NA,Pteronotus parnellii
Mimon crenulatum,Mammalia,Chiroptera,Phyllostomidae,Mimon,crenulatum,Mimon crenulatum,Mammalia,Chiroptera,Phyllostomidae,Mimon,crenulatum,NA,Mimon crenulatum
Eumops sp.,Mammalia,Chiroptera,Molossidae,Eumops,NA,Eumops sp.,Mammalia,Chiroptera,Molossidae,Eumops,NA,NA,NA
Myotis nigricans,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis nigricans,Mammalia,Chiroptera,Vespertilionidae,Myotis,nigricans,NA,Myotis nigricans
Lophostoma silvicolum,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,Lophostoma silvicolum,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,NA,Lophostoma silvicolum
Trinycteris sp.,Mammalia,Chiroptera,Phyllostomidae,Trinycteris,NA,Trinycteris sp.,Mammalia,Chiroptera,Phyllostomidae,Trinycteris,NA,NA,NA
Phyllostomus elongatus,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,Phyllostomus elongatus,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,elongatus,NA,Phyllostomus elongatus
Carollia benkeithi,Mammalia,Chiroptera,Phyllostomidae,Carollia,benkeithi,Carollia benkeithi,Mammalia,Chiroptera,Phyllostomidae,Carollia,benkeithi,NA,Carollia benkeithi
Pteronotus sp.,Mammalia,Chiroptera,Mormoopidae,Pteronotus,NA,Pteronotus sp.,Mammalia,Chiroptera,Mormoopidae,Pteronotus,NA,NA,NA
Cercopithecus lhoesti,Mammalia,Primates,Cercopithecidae,Cercopithecus,lhoesti,Allochrocebus lhoesti,Mammalia,Primates,Cercopithecidae,Allochrocebus,lhoesti,NA,Allochrocebus lhoesti
Rhizomys sinensis,Mammalia,Rodentia,Muridae,Rhizomys,sinensis,Rhizomys sinensis,Mammalia,Rodentia,Spalacidae,Rhizomys,sinensis,NA,Rhizomys sinensis
Hystrix brachyura,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,Hystrix brachyura,Mammalia,Rodentia,Hystricidae,Hystrix,brachyura,NA,Hystrix brachyura
Diphylla sp.,Mammalia,Chiroptera,Phyllostomidae,Diphylla,,Diphylla sp.,Mammalia,Chiroptera,Phyllostomidae,Diphylla,NA,NA,NA
Tonatia silvicola,Mammalia,Chiroptera,Phyllostomidae,Tonatia,silvicola,Lophostoma silvicolum,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,silvicolum,NA,Lophostoma silvicolum
Glossophaginae,Mammalia,Chiroptera,Phyllostomidae,Glossophaginae,,Phyllostomidae sp.,Mammalia,Chiroptera,Phyllostomidae,NA,NA,NA,NA
Lurocalis semitorquatus,Aves,Caprimulgiformes,Caprimulgidae,Lurocalis,semitorquatus,Lurocalis semitorquatus,Aves,Caprimulgiformes,Caprimulgidae,Lurocalis,semitorquatus,NA,Lurocalis semitorquatus
Nyctidromus albicollis,Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,Nyctidromus albicollis,Aves,Caprimulgiformes,Caprimulgidae,Nyctidromus,albicollis,NA,Nyctidromus albicollis
Lophostoma brasiliense,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,brasiliense,Lophostoma brasiliense,Mammalia,Chiroptera,Phyllostomidae,Lophostoma,brasiliense,NA,Lophostoma brasiliense
Pygoderma bilabiatum,Mammalia,Chiroptera,Phyllostomidae,Pygoderma,bilabiatum,Pygoderma bilabiatum,Mammalia,Chiroptera,Phyllostomidae,Pygoderma,bilabiatum,NA,Pygoderma bilabiatum
Tamandua tetradactyla,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,Tamandua tetradactyla,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,NA,Tamandua tetradactyla
Cercopithecidae sp.,Mammalia,Primates,Cercopithecidae,NA,NA,Cercopithecidae sp.,Mammalia,Primates,Cercopithecidae,NA,NA,NA,NA
Sturnira oporaphilum,Mammalia,Chiroptera,Phyllostomidae,Sturnira,oporaphilum,Sturnira oporaphilum,Mammalia,Chiroptera,Phyllostomidae,Sturnira,oporaphilum,NA,Sturnira oporaphilum
Molossus currentium,Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,Mammalia,Chiroptera,Molossidae,Molossus,currentium,NA,Molossus currentium
Phyllostomus hastatus,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,hastatus,NA,Phyllostomus hastatus
Carollia manu,Mammalia,Chiroptera,Phyllostomidae,Carollia,manu,Carollia manu,Mammalia,Chiroptera,Phyllostomidae,Carollia,manu,NA,Carollia manu
